20150803,20150901,20151001,20151102,20151201,20160104,20160201,20160302,20160401,20160502,20160601,20160701,20160801,20160901,20161004,20161101,20161201,20170102,20170201,20170302,20170403,20170502,20170601,20170703,20170801,20170901,20171010,20171101,20171201,20180102,20180201,20180302,20180402,20180502,20180601,20180702,20180801,20180903,20181001,20181101,20181203,20190102,20190201,20190304,20190401,20190502,20190603,20190701,20190801,20190902,20191001,20191101,20191202,20200102,20200203,20200302,20200401,20200504,20200601,20200701,20200803,20200901,20201005,20201102,20201201,20210104,20210201,20210302,20210401,20210503,20210601,20210701,20210802,20210901,20211001,20211101,20211201,20220103,20220203,20220302,20220401,20220502,20220602,20220701,20220801,20220901,20221004,20221101,20221201,20230102,20230201,20230302,20230403,20230502,20230601,20230703,20230801,20230901,20231004,20231101,20231201,20240102,20240201,20240304,20240401,20240502,20240603,20240701,20240801,20240902,20241002,20241101,20241202,20250102,20250203,20250304,20250401,20250502,20250602,20250701,20250801,20250901,20251001,20251103,20251201,20260102,20260202
A101730,A101730,A101730,A101730,A101730,A119610,A119610,A119610,A121440,A121440,A121440,A122870,A122870,A122870,A122870,A122870,A122870,A136480,A136480,A136480,A136480,A136480,A136480,A168330,A168330,A168330,A168330,A168330,A168330,A178920,A178920,A178920,A182400,A182400,A182400,A200130,A200130,A200130,A200130,A200130,A200130,A200130,A200130,A200130,A200130,A183490,A200130,A215200,A215200,A215360,A215360,A215360,A215360,A215600,A215600,A215600,A215600,A215600,A215600,A215200,A215200,A215200,A215200,A215200,A215200,A237690,A237690,A237690,A237690,A237690,A237690,A230360,A235980,A235980,A235980,A235980,A237690,A243070,A243070,A243070,A243070,A243070,A243070,A247540,A247540,A247540,A247540,A247540,A247540,A267980,A267980,A267980,A267980,A267980,A267980,A278280,A278280,A278280,A278280,A278280,A278280,A294090,A294090,A294090,A294090,A298540,A298540,A323990,A323990,A323990,A323990,A323990,A323990,A317330,A317330,A317330,A317330,A317330,A317330,A293490,A293490,A293490,A293490,A293490,A293490,A298380,A298380
A102940,A102940,A102940,A102940,A102940,A121440,A121440,A121440,A122870,A122870,A122870,A123420,A123420,A123420,A123420,A123420,A123420,A140410,A140410,A140410,A140410,A140410,A140410,A171120,A171120,A171120,A171120,A171120,A171120,A182400,A182400,A182400,A192080,A192080,A192080,A200230,A200230,A200230,A200230,A200230,A200230,A200230,A200230,A200230,A200230,A200130,A200230,A215360,A215360,A215600,A215600,A215600,A215600,A217730,A217730,A217730,A217730,A217730,A217730,A218410,A218410,A218410,A218410,A218410,A218410,A237880,A237880,A237880,A237880,A237880,A237880,A235980,A237690,A237690,A237690,A237690,A240810,A247540,A247540,A247540,A247540,A247540,A247540,A253450,A253450,A253450,A253450,A253450,A253450,A268600,A268600,A268600,A268600,A272290,A272290,A281740,A281740,A281740,A281740,A281740,A281740,A298380,A298380,A298380,A298380,A299030,A299030,A328130,A328130,A328130,A328130,A328130,A328130,A319660,A319660,A319660,A319660,A319660,A319660,A298380,A298380,A298380,A298380,A298380,A298380,A304100,A304100
A104830,A104830,A104830,A104830,A104830,A122870,A122870,A122870,A123420,A123420,A123420,A130960,A130960,A130960,A130960,A130960,A130960,A141080,A141080,A141080,A141080,A141080,A141080,A178920,A178920,A178920,A178920,A178920,A178920,A192080,A192080,A192080,A192440,A192440,A192440,A200670,A200670,A200670,A200670,A200670,A200670,A206640,A206640,A206640,A206640,A200230,A206640,A215600,A215600,A217480,A217480,A217480,A217480,A218410,A218410,A218410,A218410,A218410,A218410,A228760,A228760,A228760,A228760,A228760,A228760,A239610,A239610,A239610,A239610,A239610,A239610,A237690,A240810,A240810,A240810,A240810,A243070,A253450,A253450,A253450,A253450,A253450,A253450,A256840,A256840,A256840,A256840,A256840,A256840,A272290,A272290,A272290,A272290,A278280,A278280,A287410,A287410,A287410,A287410,A287410,A287410,A298540,A298540,A298540,A298540,A310210,A310210,A336570,A336570,A336570,A336570,A336570,A336570,A328130,A328130,A328130,A328130,A328130,A328130,A310210,A310210,A310210,A310210,A310210,A310210,A310210,A310210
A108230,A108230,A108230,A108230,A108230,A123420,A123420,A123420,A130960,A130960,A130960,A136480,A136480,A136480,A136480,A136480,A136480,A145020,A145020,A145020,A145020,A145020,A145020,A182400,A182400,A182400,A182400,A182400,A182400,A192440,A192440,A192440,A200130,A200130,A200130,A206640,A206640,A206640,A206640,A206640,A206640,A213420,A213420,A213420,A213420,A206640,A213420,A217480,A217480,A217730,A217730,A217730,A217730,A222040,A222040,A222040,A222040,A222040,A222040,A230360,A230360,A230360,A230360,A230360,A230360,A240810,A240810,A240810,A240810,A240810,A240810,A240810,A243070,A243070,A243070,A243070,A247540,A256840,A256840,A256840,A256840,A256840,A256840,A263750,A263750,A263750,A263750,A263750,A263750,A278280,A278280,A278280,A278280,A281740,A281740,A290650,A290650,A290650,A290650,A290650,A290650,A299030,A299030,A299030,A299030,A319660,A319660,A348210,A348210,A348210,A348210,A348210,A348210,A336570,A336570,A336570,A336570,A336570,A336570,A317330,A317330,A317330,A317330,A317330,A317330,A319660,A319660
A108320,A108320,A108320,A108320,A108320,A130960,A130960,A130960,A136480,A136480,A136480,A140410,A140410,A140410,A140410,A140410,A140410,A160550,A160550,A160550,A160550,A160550,A160550,A192080,A192080,A192080,A192080,A192080,A192080,A200130,A200130,A200130,A200230,A200230,A200230,A213420,A213420,A213420,A213420,A213420,A213420,A214370,A214370,A214370,A214370,A213420,A214450,A217730,A217730,A218410,A218410,A218410,A218410,A228760,A228760,A228760,A228760,A228760,A228760,A237690,A237690,A237690,A237690,A237690,A237690,A243070,A243070,A243070,A243070,A243070,A243070,A243070,A247540,A247540,A247540,A247540,A253450,A263750,A263750,A263750,A263750,A263750,A263750,A265520,A265520,A265520,A265520,A265520,A265520,A290650,A290650,A290650,A290650,A290650,A290650,A293490,A293490,A293490,A293490,A293490,A293490,A310210,A310210,A310210,A310210,A323990,A323990,A348370,A348370,A348370,A348370,A348370,A348370,A348210,A348210,A348210,A348210,A348210,A348210,A319660,A319660,A319660,A319660,A319660,A319660,A323280,A323280
A108790,A108790,A108790,A108790,A108790,A136480,A136480,A136480,A138070,A138070,A138070,A143240,A143240,A143240,A143240,A143240,A143240,A168330,A168330,A168330,A168330,A168330,A168330,A192440,A192440,A192440,A192440,A192440,A192440,A200670,A200670,A200670,A200670,A200670,A200670,A214370,A214370,A214370,A214370,A214370,A214370,A214450,A214450,A214450,A214450,A214450,A215200,A218410,A218410,A222040,A222040,A222040,A222040,A230360,A230360,A230360,A230360,A230360,A230360,A237880,A237880,A237880,A237880,A237880,A237880,A243840,A243840,A243840,A243840,A243840,A243840,A247540,A253450,A253450,A253450,A253450,A263050,A265520,A265520,A265520,A265520,A265520,A265520,A267980,A267980,A267980,A267980,A267980,A267980,A293490,A293490,A293490,A293490,A293490,A293490,A294090,A294090,A294090,A294090,A294090,A294090,A319660,A319660,A319660,A319660,A328130,A328130,A352480,A352480,A352480,A352480,A352480,A352480,A348370,A348370,A348370,A348370,A348370,A348370,A323280,A323280,A323280,A323280,A323280,A323280,A328130,A328130
A112040,A112040,A112040,A112040,A112040,A138070,A138070,A138070,A140410,A140410,A140410,A145020,A145020,A145020,A145020,A145020,A145020,A171120,A171120,A171120,A171120,A171120,A171120,A200130,A200130,A200130,A200130,A200130,A200130,A206640,A206640,A206640,A206640,A206640,A206640,A214450,A214450,A214450,A214450,A214450,A214450,A215200,A215200,A215200,A215200,A215200,A215360,A222040,A222040,A226950,A226950,A226950,A226950,A237690,A237690,A237690,A237690,A237690,A237690,A239610,A239610,A239610,A239610,A239610,A239610,A247540,A247540,A247540,A247540,A247540,A247540,A253450,A263050,A263050,A263050,A263050,A263750,A267980,A267980,A267980,A267980,A267980,A267980,A268600,A268600,A268600,A268600,A268600,A268600,A294090,A294090,A294090,A294090,A294090,A294090,A294570,A294570,A294570,A294570,A294570,A294570,A323990,A323990,A323990,A323990,A336570,A336570,A357780,A357780,A357780,A357780,A357780,A357780,A352480,A352480,A352480,A352480,A352480,A352480,A328130,A328130,A328130,A328130,A328130,A328130,A336570,A336570
A114120,A114120,A114120,A114120,A114120,A140410,A140410,A140410,A143240,A143240,A143240,A160550,A160550,A160550,A160550,A160550,A160550,A178920,A178920,A178920,A178920,A178920,A178920,A200670,A200670,A200670,A200670,A200670,A200670,A213420,A213420,A213420,A213420,A213420,A213420,A215360,A215360,A215360,A215360,A215360,A215360,A215360,A215360,A215360,A215360,A215360,A215600,A226950,A226950,A237690,A237690,A237690,A237690,A237880,A237880,A237880,A237880,A237880,A237880,A240810,A240810,A240810,A240810,A240810,A240810,A253450,A253450,A253450,A253450,A253450,A253450,A263050,A263750,A263750,A263750,A263750,A265520,A268600,A268600,A268600,A268600,A268600,A268600,A272290,A272290,A272290,A272290,A272290,A272290,A294570,A294570,A294570,A294570,A294570,A294570,A298380,A298380,A298380,A298380,A298380,A298380,A328130,A328130,A328130,A328130,A348210,A348210,A358570,A358570,A358570,A358570,A358570,A358570,A357780,A357780,A357780,A357780,A357780,A357780,A336570,A336570,A336570,A336570,A336570,A336570,A347850,A347850
A115160,A115160,A115160,A115160,A115160,A143240,A143240,A143240,A160550,A160550,A160550,A168330,A168330,A168330,A168330,A168330,A168330,A182400,A182400,A182400,A182400,A182400,A182400,A206640,A206640,A206640,A206640,A206640,A206640,A214370,A214370,A214370,A214370,A214370,A214370,A215600,A215600,A215600,A215600,A215600,A215600,A215600,A215600,A215600,A215600,A215600,A217480,A237690,A237690,A237880,A237880,A237880,A237880,A239610,A239610,A239610,A239610,A239610,A239610,A243070,A243070,A243070,A243070,A243070,A243070,A263050,A263050,A263050,A263050,A263050,A263050,A263750,A265520,A265520,A265520,A265520,A267980,A272290,A272290,A272290,A272290,A272290,A272290,A278280,A278280,A278280,A278280,A278280,A278280,A298380,A298380,A298380,A298380,A298380,A298380,A298540,A298540,A298540,A298540,A298540,A298540,A336570,A336570,A336570,A336570,A348370,A348370,A360070,A360070,A360070,A360070,A360070,A360070,A358570,A358570,A358570,A358570,A358570,A358570,A348210,A348210,A348210,A348210,A348210,A348210,A348210,A348210
A121440,A121440,A121440,A121440,A121440,A168330,A168330,A168330,A168330,A168330,A168330,A171120,A171120,A171120,A171120,A171120,A171120,A192080,A192080,A192080,A192080,A192080,A192080,A213420,A213420,A213420,A213420,A213420,A213420,A214450,A214450,A214450,A214450,A214450,A214450,A217480,A217480,A217480,A217480,A217480,A217480,A217480,A217480,A217480,A217480,A217480,A218410,A237880,A237880,A240810,A240810,A240810,A240810,A240810,A240810,A240810,A240810,A240810,A240810,A243840,A243840,A243840,A243840,A243840,A243840,A263750,A263750,A263750,A263750,A263750,A263750,A265520,A267980,A267980,A267980,A267980,A268600,A278280,A278280,A278280,A278280,A278280,A278280,A290510,A290510,A290510,A290510,A290510,A290650,A298540,A298540,A298540,A298540,A298540,A298540,A299900,A299900,A299900,A299900,A299900,A299900,A348210,A348210,A348210,A348210,A352480,A352480,A365340,A365340,A365340,A365340,A365340,A365340,A365340,A365340,A365340,A365340,A365340,A365340,A348370,A348370,A348370,A348370,A348370,A348370,A348370,A348370
A122870,A122870,A122870,A122870,A122870,A171120,A171120,A171120,A171120,A171120,A171120,A178920,A178920,A178920,A178920,A178920,A178920,A192440,A192440,A192440,A192440,A192440,A192440,A214370,A214370,A214370,A214370,A214370,A214370,A215360,A215360,A215360,A215360,A215360,A215360,A222040,A222040,A222040,A222040,A222040,A222040,A218410,A218410,A218410,A218410,A218410,A222040,A240810,A240810,A241710,A241710,A241710,A241710,A243070,A243070,A243070,A243070,A243070,A243070,A247540,A247540,A247540,A247540,A247540,A247540,A265520,A265520,A265520,A265520,A265520,A265520,A267980,A268600,A268600,A268600,A268600,A272290,A290510,A290510,A290510,A290510,A290510,A290510,A290650,A290650,A290650,A290650,A290650,A293490,A299900,A299900,A299900,A299900,A299900,A299900,A319660,A319660,A319660,A319660,A319660,A319660,A348370,A348370,A348370,A348370,A357780,A357780,A372170,A372170,A372170,A372170,A372170,A372170,A372170,A372170,A372170,A372170,A372170,A372170,A352480,A352480,A352480,A352480,A352480,A352480,A352480,A352480
A123420,A123420,A123420,A123420,A123420,A178920,A178920,A178920,A178920,A178920,A178920,A182400,A182400,A182400,A182400,A182400,A182400,A200130,A200130,A200130,A200130,A200130,A200130,A214450,A214450,A214450,A214450,A214450,A214450,A215600,A215600,A215600,A215600,A215600,A215600,A237690,A237690,A237690,A237690,A237690,A237690,A222040,A222040,A222040,A222040,A222040,A237690,A241710,A241710,A243070,A243070,A243070,A243070,A243840,A243840,A243840,A243840,A243840,A243840,A253450,A253450,A253450,A253450,A253450,A253450,A267980,A267980,A267980,A267980,A267980,A267980,A268600,A272290,A272290,A272290,A272290,A278280,A290650,A290650,A290650,A290650,A290650,A290650,A293490,A293490,A293490,A293490,A293490,A293780,A319660,A319660,A319660,A319660,A319660,A319660,A323990,A323990,A323990,A323990,A323990,A323990,A357780,A357780,A357780,A357780,A358570,A358570,A376300,A376300,A376300,A376300,A376300,A376300,A376300,A376300,A376300,A376300,A376300,A376300,A357780,A357780,A357780,A357780,A357780,A357780,A357780,A357780
A130960,A130960,A130960,A130960,A130960,A192080,A192080,A192080,A192080,A192080,A192080,A192080,A192080,A192080,A192080,A192080,A192080,A200670,A200670,A200670,A200670,A200670,A200670,A215360,A215360,A215360,A215360,A215360,A215360,A222040,A222040,A222040,A222040,A222040,A222040,A237880,A237880,A237880,A237880,A237880,A237880,A237690,A237690,A237690,A237690,A237690,A237880,A243070,A243070,A247540,A247540,A247540,A247540,A247540,A247540,A247540,A247540,A247540,A247540,A263050,A263050,A263050,A263050,A263050,A263050,A268600,A268600,A268600,A268600,A268600,A268600,A272290,A278280,A278280,A278280,A278280,A290510,A293490,A293490,A293490,A293490,A293490,A293490,A293780,A293780,A293780,A293780,A293780,A294570,A323990,A323990,A323990,A323990,A323990,A323990,A348210,A348210,A348210,A348210,A348210,A348210,A360070,A360070,A360070,A360070,A360070,A360070,A383310,A383310,A383310,A383310,A383310,A383310,A383310,A383310,A383310,A383310,A383310,A383310,A358570,A358570,A358570,A358570,A358570,A358570,A358570,A358570
A136480,A136480,A136480,A136480,A136480,A192440,A192440,A192440,A192440,A192440,A192440,A192440,A192440,A192440,A192440,A192440,A192440,A206640,A206640,A206640,A206640,A206640,A206640,A215600,A215600,A215600,A215600,A215600,A215600,A237690,A237690,A237690,A237690,A237690,A237690,A240810,A240810,A240810,A240810,A240810,A240810,A237880,A237880,A237880,A237880,A237880,A240810,A247540,A247540,A253450,A253450,A253450,A253450,A253450,A253450,A253450,A253450,A253450,A253450,A263750,A263750,A263750,A263750,A263750,A263750,A272290,A272290,A272290,A272290,A272290,A272290,A278280,A290510,A290510,A290510,A290510,A290650,A293780,A293780,A293780,A293780,A293780,A293780,A294570,A294570,A294570,A294570,A294570,A298380,A348210,A348210,A348210,A348210,A348210,A348210,A348370,A348370,A348370,A348370,A348370,A348370,A365340,A365340,A365340,A365340,A365340,A365340,A393890,A393890,A393890,A393890,A393890,A393890,A393890,A393890,A393890,A393890,A393890,A393890,A365340,A365340,A365340,A365340,A365340,A365340,A365340,A365340
A138070,A138070,A138070,A138070,A138070,A194480,A194480,A194480,A194480,A194480,A194480,A200130,A200130,A200130,A200130,A200130,A200130,A213420,A213420,A213420,A213420,A213420,A213420,A222040,A222040,A222040,A222040,A222040,A222040,A237880,A237880,A237880,A237880,A237880,A237880,A241710,A241710,A241710,A241710,A241710,A241710,A240810,A240810,A240810,A240810,A240810,A241710,A253450,A253450,A263050,A263050,A263050,A263050,A263050,A263050,A263050,A263050,A263050,A263050,A265520,A265520,A265520,A265520,A265520,A265520,A278280,A278280,A278280,A278280,A278280,A278280,A290510,A290650,A290650,A290650,A290650,A293490,A294570,A294570,A294570,A294570,A294570,A294570,A298380,A298380,A298380,A298380,A298380,A299900,A348370,A348370,A348370,A348370,A348370,A348370,A357780,A357780,A357780,A357780,A357780,A357780,A372170,A372170,A372170,A372170,A372170,A372170,A394280,A394280,A394280,A394280,A394280,A394280,A394280,A394280,A394280,A394280,A394280,A394280,A376300,A376300,A376300,A376300,A376300,A376300,A376300,A376300
A140410,A140410,A140410,A140410,A140410,A200130,A200130,A200130,A200130,A200130,A200130,A200670,A200670,A200670,A200670,A200670,A200670,A214370,A214370,A214370,A214370,A214370,A214370,A237690,A237690,A237690,A237690,A237690,A237690,A240810,A240810,A240810,A240810,A240810,A240810,A243070,A243070,A243070,A243070,A243070,A243070,A241710,A241710,A241710,A241710,A241710,A243070,A263050,A263050,A263750,A263750,A263750,A263750,A263750,A263750,A263750,A263750,A263750,A263750,A267980,A267980,A267980,A267980,A267980,A267980,A290510,A290510,A290510,A290510,A290510,A290510,A290650,A293490,A293490,A293490,A293490,A294140,A298380,A298380,A298380,A298380,A298380,A298380,A299900,A299900,A299900,A299900,A299900,A319660,A357780,A357780,A357780,A357780,A357780,A357780,A365340,A365340,A365340,A365340,A365340,A365340,A376300,A376300,A376300,A376300,A376300,A376300,A399720,A399720,A399720,A399720,A399720,A399720,A399720,A399720,A399720,A399720,A399720,A399720,A383310,A383310,A383310,A383310,A383310,A383310,A383310,A383310
A171120,A171120,A171120,A171120,A171120,A200670,A200670,A200670,A200670,A200670,A200670,A206640,A206640,A206640,A206640,A206640,A206640,A214450,A214450,A214450,A214450,A214450,A214450,A237880,A237880,A237880,A237880,A237880,A237880,A241710,A241710,A241710,A241710,A241710,A241710,A253450,A253450,A253450,A253450,A253450,A253450,A243070,A243070,A243070,A243070,A243070,A253450,A263750,A263750,A265520,A265520,A265520,A265520,A265520,A265520,A265520,A265520,A265520,A265520,A268600,A268600,A268600,A268600,A268600,A268600,A290650,A290650,A290650,A290650,A290650,A290650,A293490,A294140,A294140,A294140,A294140,A298380,A299660,A299660,A299660,A299660,A299660,A299660,A319660,A319660,A319660,A319660,A319660,A323990,A365340,A365340,A365340,A365340,A365340,A365340,A372170,A372170,A372170,A372170,A372170,A372170,A383310,A383310,A383310,A383310,A383310,A383310,A403870,A403870,A403870,A403870,A403870,A403870,A403870,A403870,A403870,A403870,A403870,A403870,A394280,A394280,A394280,A394280,A394280,A394280,A388720,A388720
A194480,A194480,A194480,A194480,A194480,A206640,A206640,A206640,A206640,A206640,A206640,A213420,A213420,A213420,A213420,A213420,A213420,A215360,A215360,A215360,A215360,A215360,A215360,A240810,A240810,A240810,A240810,A240810,A240810,A243070,A243070,A243070,A243070,A243070,A243070,A263750,A263750,A263750,A263750,A263750,A263750,A253450,A253450,A253450,A253450,A253450,A263750,A267980,A267980,A267980,A267980,A267980,A267980,A267980,A267980,A267980,A267980,A267980,A267980,A272290,A272290,A272290,A272290,A272290,A272290,A293490,A293490,A293490,A293490,A293490,A293490,A294140,A298380,A298380,A298380,A298380,A319660,A319660,A319660,A319660,A319660,A319660,A319660,A323990,A323990,A323990,A323990,A323990,A348210,A376300,A376300,A376300,A376300,A376300,A376300,A376300,A376300,A376300,A376300,A376300,A376300,A393890,A393890,A393890,A393890,A393890,A393890,A417200,A417200,A417200,A417200,A417200,A417200,A417200,A417200,A417200,A417200,A417200,A417200,A399720,A399720,A399720,A399720,A399720,A399720,A399720,A399720
A200130,A200130,A200130,A200130,A200130,A213420,A213420,A213420,A213420,A213420,A213420,A214370,A214370,A214370,A214370,A214370,A214370,A222040,A222040,A222040,A222040,A222040,A222040,A241710,A241710,A241710,A241710,A241710,A241710,A263750,A263750,A263750,A263750,A263750,A263750,A265520,A265520,A265520,A265520,A265520,A265520,A263750,A263750,A263750,A263750,A263750,A267980,A272290,A272290,A272290,A272290,A272290,A272290,A272290,A272290,A272290,A272290,A272290,A272290,A278280,A278280,A278280,A278280,A278280,A278280,A294140,A294140,A294140,A294140,A294140,A294140,A298380,A319660,A319660,A319660,A319660,A323990,A323990,A323990,A323990,A323990,A323990,A323990,A348370,A348370,A348370,A348370,A348370,A348370,A383310,A383310,A383310,A383310,A383310,A383310,A383310,A383310,A383310,A383310,A383310,A383310,A403870,A403870,A403870,A403870,A403870,A403870,A418550,A418550,A418550,A418550,A418550,A418550,A418550,A418550,A418550,A418550,A418550,A418550,A403870,A403870,A403870,A403870,A403870,A403870,A403870,A403870
A213420,A213420,A213420,A213420,A213420,A214450,A214450,A214450,A214450,A214450,A214450,A214450,A214450,A214450,A214450,A214450,A214450,A237690,A237690,A237690,A237690,A237690,A237690,A243070,A243070,A243070,A243070,A243070,A243070,A265520,A265520,A265520,A265520,A265520,A265520,A267980,A267980,A267980,A267980,A267980,A267980,A267980,A267980,A267980,A267980,A267980,A272290,A278280,A278280,A278280,A278280,A278280,A278280,A278280,A278280,A278280,A278280,A278280,A278280,A282880,A282880,A282880,A282880,A282880,A282880,A298380,A298380,A298380,A298380,A298380,A298380,A323990,A323990,A323990,A323990,A323990,A357780,A357780,A357780,A357780,A357780,A357780,A357780,A357780,A357780,A357780,A357780,A357780,A357780,A393890,A393890,A393890,A393890,A393890,A393890,A393890,A393890,A393890,A393890,A393890,A393890,A418550,A418550,A418550,A418550,A418550,A418550,A420770,A420770,A420770,A420770,A420770,A420770,A420770,A420770,A420770,A420770,A420770,A420770,A417200,A417200,A417200,A417200,A417200,A417200,A417200,A417200
A215000,A215000,A215000,A215000,A215000,A215000,A215000,A215000,A215000,A215000,A215000,A222040,A222040,A222040,A222040,A222040,A222040,A240810,A240810,A240810,A240810,A240810,A240810,A265520,A265520,A265520,A265520,A265520,A265520,A272290,A272290,A272290,A272290,A272290,A272290,A272290,A272290,A272290,A272290,A272290,A272290,A272290,A272290,A272290,A272290,A272290,,A298380,A298380,A298380,A298380,A298380,A298380,A298380,A298380,A298380,A298380,A298380,A298380,A298380,A298380,A298380,A298380,A298380,A298380,A357780,A357780,A357780,A357780,A357780,A357780,A357780,A357780,A357780,A357780,A357780,,A383310,A383310,A383310,A383310,A383310,A383310,A383310,A383310,A383310,A383310,A383310,A383310,A403870,A403870,A403870,A403870,A403870,A403870,A403870,A403870,A403870,A403870,A403870,A403870,A425040,A425040,A425040,A425040,A425040,A425040,A425040,A425040,A425040,A425040,A425040,A425040,A425040,A425040,A425040,A425040,A425040,A425040,A420770,A420770,A420770,A420770,A420770,A420770,A466100,A466100
