20100104,20100201,20100302,20100401,20100503,20100601,20100701,20100802,20100901,20101001,20101101,20101201,20110103,20110201,20110302,20110401,20110502,20110601,20110701,20110801,20110901,20111004,20111101,20111201,20120102,20120201,20120302,20120402,20120502,20120601,20120702,20120801,20120903,20121002,20121101,20121203,20130102,20130201,20130304,20130401,20130502,20130603,20130701,20130801,20130902,20131001,20131101,20131202,20140102,20140203,20140303,20140401,20140502,20140602,20140701,20140801,20140901,20141001,20141103,20141201,20150102,20150202,20150302,20150401,20150504,20150601,20150701,20150803,20150901,20151001,20151102,20151201,20160104,20160201,20160302,20160401,20160502,20160601,20160701,20160801,20160901,20161004,20161101,20161201,20170102,20170201,20170302,20170403,20170502,20170601,20170703,20170801,20170901,20171010,20171101,20171201,20180102,20180201,20180302,20180402,20180502,20180601,20180702,20180801,20180903,20181001,20181101,20181203,20190102,20190201,20190304,20190401,20190502,20190603,20190701,20190801,20190902,20191001,20191101,20191202,20200102,20200203,20200302,20200401,20200504,20200601,20200701,20200803,20200901,20201005,20201102,20201201,20210104,20210201,20210302,20210401,20210503,20210601,20210701,20210802,20210901,20211001,20211101,20211201,20220103,20220203,20220302,20220401,20220502,20220602,20220701,20220801,20220901,20221004,20221101,20221201,20230102,20230201,20230302,20230403,20230502,20230601,20230703,20230801,20230901,20231004,20231101,20231201,20240102,20240201,20240304,20240401,20240502,20240603,20240701,20240801,20240902,20241002,20241101,20241202,20250102,20250203,20250304,20250401,20250502,20250602,20250701,20250801,20250901,20251001,20251103,20251201,20260102,20260202
A011810,A011810,A011930,A011930,A011810,A011810,A012630,A012630,A012630,A012750,A012750,A012750,A012750,A012750,A012750,A014820,A014820,A014820,A017670,A017670,A016800,A016800,A016800,A016800,A016800,A016800,A016800,A016800,A016800,A016800,A017800,A017800,A017800,A017800,A017800,A017800,A017800,A018880,A018880,A018880,A019680,A019680,A020150,A020150,A020000,A020000,A020000,A020000,A020000,A020000,A020000,A020000,A020000,A020000,A020150,A020150,A020150,A020760,A020760,A020150,A020150,A020150,A020150,A020760,A020760,A020760,A025860,A028050,A028050,A028050,A028050,A028050,A028050,A028050,A028050,A028260,A028260,A028260,A025860,A025860,A025860,A025860,A025860,A025860,A024110,A024110,A024110,A024110,A024110,A024110,A028670,A028670,A028670,A029780,A029780,A029780,A030000,A030000,A030000,A030200,A030200,A030200,A033780,A033780,A033780,A033780,A033780,A033780,A033920,A033920,A034020,A034020,A034020,A034020,A033780,A033780,A033780,A033780,A033780,A033780,A033780,A033780,A033780,A033780,A033780,A033780,A034020,A034020,A034020,A034220,A034220,A034220,A035250,A035250,A035250,A035250,A035250,A035250,A039490,A039490,A039490,A042660,A042660,A042660,A042670,A042670,A042670,A042670,A042670,A042670,A047050,A047050,A047050,A047050,A047050,A047050,A047810,A051600,A051600,A051900,A051900,A051900,A051600,A051600,A051600,A051600,A051600,A051600,A047810,A047810,A047810,A047810,A047810,A047810,A051910,A051910,A051910,A051910,A051910,A051910,A066570,A066570,A066570,A066570,A066570,A066570,A064350,A064350,A064350,A064350,A064350,A064350,A064400,A064400
A011930,A011930,A012330,A012330,A011930,A011930,A012750,A012750,A012750,A014820,A014820,A014820,A014820,A014820,A014820,A014830,A014830,A014830,A017800,A017800,A017670,A017670,A017670,A017670,A017670,A017670,A017670,A017670,A017670,A017670,A018880,A018880,A018880,A018880,A018880,A018880,A018880,A019680,A019680,A019680,A020000,A020000,A020760,A020760,A020150,A020150,A020150,A020150,A020150,A020150,A020150,A020150,A020150,A020150,A020760,A020760,A020760,A021240,A021240,A020760,A020760,A020760,A020760,A021240,A021240,A021240,A028050,A028260,A028260,A028260,A028260,A028260,A028260,A028260,A028260,A029530,A029530,A029530,A027410,A027410,A027410,A027410,A027410,A027410,A025540,A025540,A025540,A025540,A025540,A025540,A029530,A029530,A029530,A030000,A030000,A030000,A030200,A030200,A030200,A032640,A032640,A032640,A033920,A033920,A033920,A033920,A033920,A033920,A034020,A034020,A034120,A034120,A034120,A034120,A034020,A034020,A034020,A034020,A034020,A034020,A034020,A034020,A034020,A034020,A034020,A034020,A034220,A034220,A034220,A034730,A034730,A034730,A035420,A035420,A035420,A035420,A035420,A035420,A042660,A042660,A042660,A042670,A042670,A042670,A047040,A047040,A047040,A047040,A047040,A047040,A047810,A047810,A047810,A047810,A047810,A047810,A051600,A051900,A051900,A051910,A051910,A051910,A051900,A051900,A051900,A051900,A051900,A051900,A051600,A051600,A051600,A051600,A051600,A051600,A052690,A052690,A052690,A052690,A052690,A052690,A066970,A066970,A066970,A066970,A066970,A066970,A066570,A066570,A066570,A066570,A066570,A066570,A066570,A066570
A012330,A012330,A012450,A012450,A012330,A012330,A014820,A014820,A014820,A014830,A014830,A014830,A014830,A014830,A014830,A015590,A015590,A015590,A017900,A017900,A017800,A017800,A017800,A017800,A017800,A017800,A017800,A017800,A017800,A017800,A019680,A019680,A019680,A019680,A019680,A019680,A019680,A020000,A020000,A020000,A020150,A020150,A021240,A021240,A020760,A020760,A020760,A020760,A020760,A020760,A020760,A020760,A020760,A020760,A021240,A021240,A021240,A023530,A023530,A021240,A021240,A021240,A021240,A023530,A023530,A023530,A028260,A029530,A029530,A029530,A029530,A029530,A029530,A029530,A029530,A029780,A029780,A029780,A028050,A028050,A028050,A028050,A028050,A028050,A025860,A025860,A025860,A025860,A025860,A025860,A029780,A029780,A029780,A030200,A030200,A030200,A032640,A032640,A032640,A032830,A032830,A032830,A034020,A034020,A034020,A034020,A034020,A034020,A034120,A034120,A034220,A034220,A034220,A034220,A034220,A034220,A034220,A034220,A034220,A034220,A034220,A034220,A034220,A034220,A034220,A034220,A034730,A034730,A034730,A035250,A035250,A035250,A035720,A035720,A035720,A035720,A035720,A035720,A042670,A042670,A042670,A047040,A047040,A047040,A047050,A047050,A047050,A047050,A047050,A047050,A051600,A051600,A051600,A051600,A051600,A051600,A051900,A051910,A051910,A052690,A052690,A052690,A051910,A051910,A051910,A051910,A051910,A051910,A051900,A051900,A051900,A051900,A051900,A051900,A055550,A055550,A055550,A055550,A055550,A055550,A068270,A068270,A068270,A068270,A068270,A068270,A066970,A066970,A066970,A066970,A066970,A066970,A066970,A066970
A012450,A012450,A012630,A012630,A012450,A012450,A014830,A014830,A014830,A015590,A015590,A015590,A015590,A015590,A015590,A015760,A015760,A015760,A018880,A018880,A017900,A017900,A017900,A017900,A017900,A017900,A017900,A017900,A017900,A017900,A020000,A020000,A020000,A020000,A020000,A020000,A020000,A020150,A020150,A020150,A020760,A020760,A023530,A023530,A021240,A021240,A021240,A021240,A021240,A021240,A021240,A021240,A021240,A021240,A023530,A023530,A023530,A024110,A024110,A023530,A023530,A023530,A023530,A024110,A024110,A024110,A029530,A029780,A029780,A029780,A029780,A029780,A029780,A029780,A029780,A030000,A030000,A030000,A028260,A028260,A028260,A028260,A028260,A028260,A027410,A027410,A027410,A027410,A027410,A027410,A030000,A030000,A030000,A032640,A032640,A032640,A032830,A032830,A032830,A033780,A033780,A033780,A034120,A034120,A034120,A034120,A034120,A034120,A034220,A034220,A034730,A034730,A034730,A034730,A034730,A034730,A034730,A034730,A034730,A034730,A034730,A034730,A034730,A034730,A034730,A034730,A035250,A035250,A035250,A035420,A035420,A035420,A036460,A036460,A036460,A036460,A036460,A036460,A047040,A047040,A047040,A047050,A047050,A047050,A047810,A047810,A047810,A047810,A047810,A047810,A051900,A051900,A051900,A051900,A051900,A051900,A051910,A052690,A052690,A055550,A055550,A055550,A052690,A052690,A052690,A052690,A052690,A052690,A051910,A051910,A051910,A051910,A051910,A051910,A064350,A064350,A064350,A064350,A064350,A064350,A069260,A069260,A069260,A069260,A069260,A069260,A068270,A068270,A068270,A068270,A068270,A068270,A068270,A068270
A012630,A012630,A012750,A012750,A012630,A012630,A015590,A015590,A015590,A015760,A015760,A015760,A015760,A015760,A015760,A016360,A016360,A016360,A019680,A019680,A018880,A018880,A018880,A018880,A018880,A018880,A018880,A018880,A018880,A018880,A020150,A020150,A020150,A020150,A020150,A020150,A020150,A020760,A020760,A020760,A021240,A021240,A024110,A024110,A023530,A023530,A023530,A023530,A023530,A023530,A023530,A023530,A023530,A023530,A024110,A024110,A024110,A025540,A025540,A024110,A024110,A024110,A024110,A025540,A025540,A025540,A029780,A030000,A030000,A030000,A030000,A030000,A030000,A030000,A030000,A030200,A030200,A030200,A029530,A029530,A029530,A029530,A029530,A029530,A028050,A028050,A028050,A028050,A028050,A028050,A030200,A030200,A030200,A032830,A032830,A032830,A033780,A033780,A033780,A033920,A033920,A033920,A034220,A034220,A034220,A034220,A034220,A034220,A034730,A034730,A035250,A035250,A035250,A035250,A035250,A035250,A035250,A035250,A035250,A035250,A035250,A035250,A035250,A035250,A035250,A035250,A035420,A035420,A035420,A035720,A035720,A035720,A036570,A036570,A036570,A036570,A036570,A036570,A047050,A047050,A047050,A047810,A047810,A047810,A049770,A049770,A049770,A051600,A051600,A051600,A051910,A051910,A051910,A051910,A051910,A051910,A052690,A055550,A055550,A057050,A057050,A057050,A055550,A055550,A055550,A055550,A055550,A055550,A052690,A052690,A052690,A052690,A052690,A052690,A066570,A066570,A066570,A066570,A066570,A066570,A069620,A069620,A069620,A069620,A069620,A069620,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069260
A012750,A012750,A013570,A013570,A012750,A012750,A015760,A015760,A015760,A016360,A016360,A016360,A016360,A016360,A016360,A016380,A016380,A016380,A020000,A020000,A019680,A019680,A019680,A019680,A019680,A019680,A019680,A019680,A019680,A019680,A020760,A020760,A020760,A020760,A020760,A020760,A020760,A021240,A021240,A021240,A023530,A023530,A025000,A025000,A024110,A024110,A024110,A024110,A024110,A024110,A024110,A024110,A024110,A024110,A025540,A025540,A025540,A025860,A025860,A025540,A025540,A025540,A025540,A025860,A025860,A025860,A030000,A030200,A030200,A030200,A030200,A030200,A030200,A030200,A030200,A032640,A032640,A032640,A029780,A029780,A029780,A029780,A029780,A029780,A028260,A028260,A028260,A028260,A028260,A028260,A032640,A032640,A032640,A033780,A033780,A033780,A033920,A033920,A033920,A034020,A034020,A034020,A034730,A034730,A034730,A034730,A034730,A034730,A035250,A035250,A035420,A035420,A035420,A035420,A035420,A035420,A035420,A035420,A035420,A035420,A035420,A035420,A035420,A035420,A035420,A035420,A035720,A035720,A035720,A036460,A036460,A036460,A039490,A039490,A039490,A039490,A039490,A039490,A047810,A047810,A047810,A049770,A049770,A049770,A051600,A051600,A051600,A051900,A051900,A051900,A052690,A052690,A052690,A052690,A052690,A052690,A055550,A057050,A057050,A064350,A064350,A064350,A057050,A057050,A057050,A057050,A057050,A057050,A055550,A055550,A055550,A055550,A055550,A055550,A066970,A066970,A066970,A066970,A066970,A066970,A069960,A069960,A069960,A069960,A069960,A069960,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069620
A013570,A013570,A014820,A014820,A013570,A013570,A016360,A016360,A016360,A016380,A016380,A016380,A016380,A016380,A016380,A016800,A016800,A016800,A020760,A020760,A020000,A020000,A020000,A020000,A020000,A020000,A020000,A020000,A020000,A020000,A021240,A021240,A021240,A021240,A021240,A021240,A021240,A023530,A023530,A023530,A024110,A024110,A025540,A025540,A025000,A025000,A025000,A025000,A025000,A025000,A025000,A025000,A025000,A025000,A025860,A025860,A025860,A028050,A028050,A025860,A025860,A025860,A025860,A028050,A028050,A028050,A030200,A032640,A032640,A032640,A032640,A032640,A032640,A032640,A032640,A032830,A032830,A032830,A030000,A030000,A030000,A030000,A030000,A030000,A029530,A029530,A029530,A029530,A029530,A029530,A032830,A032830,A032830,A033920,A033920,A033920,A034020,A034020,A034020,A034120,A034120,A034120,A035250,A035250,A035250,A035250,A035250,A035250,A035420,A035420,A035720,A035720,A035720,A035720,A035720,A035720,A035720,A035720,A035720,A035720,A035720,A035720,A035720,A035720,A035720,A035720,A036460,A036460,A036460,A036570,A036570,A036570,A042660,A042660,A042660,A042660,A042660,A042660,A049770,A049770,A049770,A051600,A051600,A051600,A051900,A051900,A051900,A051910,A051910,A051910,A055550,A055550,A055550,A055550,A055550,A055550,A057050,A064350,A064350,A066570,A066570,A066570,A064350,A064350,A064350,A064350,A064350,A064350,A064350,A064350,A064350,A064350,A064350,A064350,A068270,A068270,A068270,A068270,A068270,A068270,A071050,A071050,A071050,A071050,A071050,A071050,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069960
A014820,A014820,A014830,A014830,A014820,A014820,A016380,A016380,A016380,A016800,A016800,A016800,A016800,A016800,A016800,A017670,A017670,A017670,A021240,A021240,A020760,A020760,A020760,A020760,A020760,A020760,A020760,A020760,A020760,A020760,A023530,A023530,A023530,A023530,A023530,A023530,A023530,A024110,A024110,A024110,A025000,A025000,A025860,A025860,A025540,A025540,A025540,A025540,A025540,A025540,A025540,A025540,A025540,A025540,A028050,A028050,A028050,A029530,A029530,A028050,A028050,A028050,A028050,A028260,A028260,A028260,A032640,A032830,A032830,A032830,A032830,A032830,A032830,A032830,A032830,A033530,A033530,A033530,A030200,A030200,A030200,A030200,A030200,A030200,A029780,A029780,A029780,A029780,A029780,A029780,A033780,A033780,A033780,A034020,A034020,A034020,A034120,A034120,A034120,A034220,A034220,A034220,A035420,A035420,A035420,A035420,A035420,A035420,A035720,A035720,A036460,A036460,A036460,A036460,A036460,A036460,A036460,A036460,A036460,A036460,A036460,A036460,A036460,A036460,A036460,A036460,A036570,A036570,A036570,A042660,A042660,A042660,A042670,A042670,A042670,A042670,A042670,A042670,A051600,A051600,A051600,A051900,A051900,A051900,A051910,A051910,A051910,A052690,A052690,A052690,A057050,A057050,A057050,A057050,A057050,A057050,A064350,A066570,A066570,A068270,A068270,A068270,A066570,A066570,A066570,A066570,A066570,A066570,A066570,A066570,A066570,A066570,A066570,A066570,A069260,A069260,A069260,A069260,A069260,A069260,A073240,A073240,A073240,A073240,A073240,A073240,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A071050
A014830,A014830,A014990,A014990,A014830,A014830,A016800,A016800,A016800,A017670,A017670,A017670,A017670,A017670,A017670,A017800,A017800,A017800,A023530,A023530,A021240,A021240,A021240,A021240,A021240,A021240,A021240,A021240,A021240,A021240,A024110,A024110,A024110,A024110,A024110,A024110,A024110,A025000,A025000,A025000,A025540,A025540,A028050,A028050,A025860,A025860,A025860,A025860,A025860,A025860,A025860,A025860,A025860,A025860,A029530,A029530,A029530,A029780,A029780,A029530,A029530,A029530,A029530,A029530,A029530,A029530,A032830,A033530,A033530,A033530,A033530,A033530,A033530,A033530,A033530,A033780,A033780,A033780,A032640,A032640,A032640,A032640,A032640,A032640,A030000,A030000,A030000,A030000,A030000,A030000,A033920,A033920,A033920,A034120,A034120,A034120,A034220,A034220,A034220,A034730,A034730,A034730,A035720,A035720,A035720,A035720,A035720,A035720,A036460,A036460,A036570,A036570,A036570,A036570,A036570,A036570,A036570,A036570,A036570,A036570,A036570,A036570,A036570,A036570,A036570,A036570,A042660,A042660,A042660,A042670,A042670,A042670,A047040,A047040,A047040,A047040,A047040,A047040,A051900,A051900,A051900,A051910,A051910,A051910,A052690,A052690,A052690,A055550,A055550,A055550,A064350,A064350,A064350,A064350,A064350,A064350,A066570,A068270,A068270,A069260,A069260,A069260,A068270,A068270,A068270,A068270,A068270,A068270,A068270,A068270,A068270,A068270,A068270,A068270,A069620,A069620,A069620,A069620,A069620,A069620,A078930,A078930,A078930,A078930,A078930,A078930,A071320,A071320,A071320,A071320,A071320,A071320,A071320,A071320
A014990,A014990,A015590,A015590,A014990,A014990,A017670,A017670,A017670,A017800,A017800,A017800,A017800,A017800,A017800,A017960,A017960,A017960,A024110,A024110,A023530,A023530,A023530,A023530,A023530,A023530,A023530,A023530,A023530,A023530,A025000,A025000,A025000,A025000,A025000,A025000,A025000,A025540,A025540,A025540,A025860,A025860,A029530,A029530,A028050,A028050,A028050,A028050,A028050,A028050,A028050,A028050,A028050,A028050,A029780,A029780,A029780,A030000,A030000,A029780,A029780,A029780,A029780,A029780,A029780,A029780,A033530,A033780,A033780,A033780,A033780,A033780,A033780,A033780,A033780,A033920,A033920,A033920,A032830,A032830,A032830,A032830,A032830,A032830,A030200,A030200,A030200,A030200,A030200,A030200,A034020,A034020,A034020,A034220,A034220,A034220,A034730,A034730,A034730,A035250,A035250,A035250,A036460,A036460,A036460,A036460,A036460,A036460,A036570,A036570,A036580,A036580,A036580,A036580,A042660,A042660,A042660,A042660,A042660,A042660,A042660,A042660,A042660,A042660,A042660,A042660,A042670,A042670,A042670,A047040,A047040,A047040,A047050,A047050,A047050,A047050,A047050,A047050,A051910,A051910,A051910,A052690,A052690,A052690,A055550,A055550,A055550,A057050,A057050,A057050,A066570,A066570,A066570,A066570,A066570,A066570,A068270,A069260,A069260,A069620,A069620,A069620,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069960,A069960,A069960,A069960,A069960,A069960,A079550,A079550,A079550,A079550,A079550,A079550,A073240,A073240,A073240,A073240,A073240,A073240,A071970,A071970
A015590,A015590,A015760,A015760,A015590,A015590,A017800,A017800,A017800,A017960,A017960,A017960,A017960,A017960,A017960,A018880,A018880,A018880,A025000,A025000,A024110,A024110,A024110,A024110,A024110,A024110,A024110,A024110,A024110,A024110,A025540,A025540,A025540,A025540,A025540,A025540,A025540,A025860,A025860,A025860,A028050,A028050,A029780,A029780,A029530,A029530,A029530,A029530,A029530,A029530,A029530,A029530,A029530,A029530,A030000,A030000,A030000,A030200,A030200,A030000,A030000,A030000,A030000,A030000,A030000,A030000,A033780,A033920,A033920,A033920,A033920,A033920,A033920,A033920,A033920,A034020,A034020,A034020,A033780,A033780,A033780,A033780,A033780,A033780,A032640,A032640,A032640,A032640,A032640,A032640,A034120,A034120,A034120,A034730,A034730,A034730,A035250,A035250,A035250,A035420,A035420,A035420,A036570,A036570,A036570,A036570,A036570,A036570,A036580,A036580,A042660,A042660,A042660,A042660,A042670,A042670,A042670,A042670,A042670,A042670,A042670,A042670,A042670,A042670,A042670,A042670,A047040,A047040,A047040,A047050,A047050,A047050,A047810,A047810,A047810,A047810,A047810,A047810,A052690,A052690,A052690,A055550,A055550,A055550,A057050,A057050,A057050,A064350,A064350,A064350,A068270,A068270,A068270,A068270,A068270,A068270,A069260,A069620,A069620,A069960,A069960,A069960,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A071050,A071050,A071050,A071050,A071050,A071050,A081660,A081660,A081660,A081660,A081660,A081660,A078930,A078930,A078930,A078930,A078930,A078930,A073240,A073240
A015760,A015760,A016360,A016360,A015760,A015760,A017960,A017960,A017960,A018880,A018880,A018880,A018880,A018880,A018880,A019680,A019680,A019680,A025540,A025540,A025000,A025000,A025000,A025000,A025000,A025000,A025000,A025000,A025000,A025000,A025860,A025860,A025860,A025860,A025860,A025860,A025860,A028050,A028050,A028050,A028670,A028670,A030000,A030000,A029780,A029780,A029780,A029780,A029780,A029780,A029780,A029780,A029780,A029780,A030200,A030200,A030200,A032640,A032640,A030200,A030200,A030200,A030200,A030200,A030200,A030200,A033920,A034020,A034020,A034020,A034020,A034020,A034020,A034020,A034020,A034120,A034120,A034120,A033920,A033920,A033920,A033920,A033920,A033920,A032830,A032830,A032830,A032830,A032830,A032830,A034220,A034220,A034220,A035250,A035250,A035250,A035420,A035420,A035420,A035720,A035720,A035720,A036580,A036580,A036580,A036580,A036580,A036580,A042660,A042660,A042670,A042670,A042670,A042670,A047040,A047040,A047040,A047040,A047040,A047040,A047040,A047040,A047040,A047040,A047040,A047040,A047050,A047050,A047050,A047810,A047810,A047810,A049770,A049770,A049770,A049770,A049770,A049770,A055550,A055550,A055550,A057050,A057050,A057050,A064350,A064350,A064350,A064960,A064960,A064960,A069260,A069260,A069260,A069260,A069260,A069260,A069620,A069960,A069960,A071050,A071050,A071050,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A073240,A073240,A073240,A073240,A073240,A073240,A086280,A086280,A086280,A086280,A086280,A086280,A079550,A079550,A079550,A079550,A079550,A079550,A078930,A078930
